<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;20151204;120000;139.9600000;140.2400000;139.3200000;140.1400000;2127200
GAZP;60;20151204;130000;140.1300000;141.5900000;140.0000000;141.2200000;3959000
GAZP;60;20151204;140000;141.1800000;141.6000000;140.6000000;140.9500000;3236340
GAZP;60;20151204;150000;140.9700000;141.1000000;140.1900000;140.4000000;1979400
GAZP;60;20151204;160000;140.3500000;140.3800000;139.8100000;140.2200000;1667850
GAZP;60;20151204;170000;140.2500000;140.5500000;138.8200000;139.0000000;3890600
GAZP;60;20151204;180000;139.0000000;139.1500000;137.1100000;137.1500000;11422090
GAZP;60;20151204;190000;137.1500000;137.8100000;137.0000000;137.7000000;5293750
GAZP;60;20151207;110000;137.7000000;138.5800000;137.3600000;138.2600000;3737900
GAZP;60;20151207;120000;138.1800000;138.3100000;136.8900000;136.9800000;4384120
GAZP;60;20151207;130000;136.9700000;137.2500000;135.5000000;135.6200000;5782950
GAZP;60;20151207;140000;135.6500000;136.0000000;135.1400000;135.9000000;4365660
GAZP;60;20151207;150000;135.9000000;136.6800000;135.7000000;136.5000000;2882410
GAZP;60;20151207;160000;136.4100000;136.6000000;135.8100000;136.0800000;1740850
GAZP;60;20151207;170000;136.0800000;136.1000000;135.0800000;135.1600000;3420950
GAZP;60;20151207;180000;135.2500000;136.0500000;135.0500000;135.2500000;3031800
GAZP;60;20151207;190000;135.2900000;135.3100000;134.3000000;134.5000000;7983380
GAZP;60;20151208;110000;134.3100000;135.2500000;134.0400000;134.4000000;4917970
GAZP;60;20151208;120000;134.4300000;135.5600000;134.0500000;134.1100000;4571950
GAZP;60;20151208;130000;134.1500000;134.8800000;133.2800000;134.6200000;4951540
GAZP;60;20151208;140000;134.6200000;135.2700000;134.1400000;135.0000000;3534720
GAZP;60;20151208;150000;135.0000000;135.4000000;134.6800000;134.7000000;2094420
GAZP;60;20151208;160000;134.7000000;134.9600000;134.0000000;134.4500000;2960790
GAZP;60;20151208;170000;134.4400000;135.0500000;134.0200000;134.1600000;2842960
GAZP;60;20151208;180000;134.1400000;134.8500000;133.7000000;133.9900000;5019180
GAZP;60;20151208;190000;133.9800000;134.7500000;133.8100000;134.6500000;4685320
GAZP;60;20151209;110000;134.9300000;135.8800000;134.6500000;135.5600000;3094140
GAZP;60;20151209;120000;135.5900000;136.2000000;135.1000000;135.7200000;4994130
GAZP;60;20151209;130000;135.6700000;135.6800000;134.7500000;135.2000000;2505430
GAZP;60;20151209;140000;135.2300000;136.0900000;135.1000000;135.4800000;2666560
GAZP;60;20151209;150000;135.4800000;135.7000000;134.6500000;134.8300000;1814800
GAZP;60;20151209;160000;134.7500000;135.1800000;134.4000000;134.7400000;1293110
GAZP;60;20151209;170000;134.6500000;135.5400000;134.5000000;135.2200000;2003390
GAZP;60;20151209;180000;135.2200000;135.9800000;135.2000000;135.7800000;3074360
GAZP;60;20151209;190000;135.7000000;136.1000000;135.5800000;135.8100000;4190060
GAZP;60;20151210;110000;135.6500000;136.3000000;135.0000000;135.9800000;3288230
GAZP;60;20151210;120000;135.9700000;136.7000000;135.3700000;136.5800000;5068100
GAZP;60;20151210;130000;136.5700000;136.8000000;136.0500000;136.7700000;3167020
GAZP;60;20151210;140000;136.7700000;136.8200000;136.0000000;136.2900000;1729360
GAZP;60;20151210;150000;136.3400000;136.7000000;136.0200000;136.6900000;1470240
GAZP;60;20151210;160000;136.6100000;136.7300000;136.1900000;136.5700000;1508390
GAZP;60;20151210;170000;136.5600000;136.7200000;135.7900000;136.1000000;2949980
GAZP;60;20151210;180000;136.1100000;136.2900000;135.3000000;135.4000000;3772420
GAZP;60;20151210;190000;135.4000000;135.8600000;135.0000000;135.6000000;2947550
GAZP;60;20151211;110000;135.2400000;135.6000000;134.8500000;134.8600000;1692050
GAZP;60;20151211;120000;134.8800000;134.9000000;134.0500000;134.1400000;4572290
GAZP;60;20151211;130000;134.1400000;134.3800000;133.5000000;133.7900000;3735020
GAZP;60;20151211;140000;133.8600000;133.8900000;133.0700000;133.6800000;4379920
GAZP;60;20151211;150000;133.6800000;134.0000000;133.5100000;133.8400000;1764510
GAZP;60;20151211;160000;133.8000000;133.8400000;133.5200000;133.6700000;758740
GAZP;60;20151211;170000;133.6200000;133.8200000;133.1500000;133.2300000;3026020
GAZP;60;20151211;180000;133.2900000;133.4000000;132.8700000;132.8700000;3142300
GAZP;60;20151211;190000;132.9200000;133.8000000;132.5000000;133.8000000;4395900
GAZP;60;20151214;110000;133.0200000;133.0200000;132.1000000;132.8000000;2002040
GAZP;60;20151214;120000;132.8100000;132.9500000;132.0000000;132.1100000;3609920
GAZP;60;20151214;130000;132.1000000;132.8000000;132.0500000;132.7200000;1525690
GAZP;60;20151214;140000;132.7200000;133.1800000;132.4000000;132.6900000;2274700
GAZP;60;20151214;150000;132.6500000;132.7300000;131.8700000;131.9500000;3696000
GAZP;60;20151214;160000;131.9500000;132.2200000;130.9000000;131.1600000;7225980
GAZP;60;20151214;170000;131.1600000;131.9500000;130.9600000;131.9500000;4609940
GAZP;60;20151214;180000;131.9400000;132.2100000;131.2800000;131.3000000;4149630
GAZP;60;20151214;190000;131.3800000;131.7600000;131.2200000;131.5900000;5168440
GAZP;60;20151215;110000;132.2400000;132.8300000;132.1000000;132.6000000;3867470
GAZP;60;20151215;120000;132.6300000;134.4800000;132.5500000;134.3700000;7121700
GAZP;60;20151215;130000;134.4000000;134.9000000;134.2300000;134.4400000;5144420
GAZP;60;20151215;140000;134.4900000;134.8200000;133.7600000;133.8000000;2792990
GAZP;60;20151215;150000;133.7800000;134.5000000;133.7300000;134.4300000;1817770
GAZP;60;20151215;160000;134.4400000;134.6700000;133.9100000;134.0900000;2724810
GAZP;60;20151215;170000;134.1000000;134.1900000;133.5100000;133.8900000;2459470
GAZP;60;20151215;180000;133.8900000;134.4200000;133.6600000;134.0000000;2412280
GAZP;60;20151215;190000;134.0000000;134.4500000;133.5500000;134.4000000;3031370
GAZP;60;20151216;110000;134.5000000;134.7300000;134.0600000;134.7200000;2216720
GAZP;60;20151216;120000;134.7000000;135.1700000;134.2000000;134.6300000;4791170
GAZP;60;20151216;130000;134.6300000;134.9900000;133.9500000;134.9200000;2415440
GAZP;60;20151216;140000;134.9100000;135.0000000;134.5500000;134.7400000;2203230
GAZP;60;20151216;150000;134.8000000;134.9200000;134.5800000;134.6000000;889980
GAZP;60;20151216;160000;134.6100000;134.6100000;134.1100000;134.2300000;2005490
GAZP;60;20151216;170000;134.2800000;135.1000000;134.2500000;134.8600000;2501730
GAZP;60;20151216;180000;134.8300000;134.9500000;134.5000000;134.9000000;1510790
GAZP;60;20151216;190000;134.9000000;134.9100000;134.5000000;134.5000000;2030770
GAZP;60;20151217;110000;134.6500000;136.6600000;134.6500000;136.5100000;6294330
GAZP;60;20151217;120000;136.5200000;136.8900000;136.0900000;136.4000000;6472570
GAZP;60;20151217;130000;136.4300000;136.5000000;135.5300000;135.7800000;4215030
GAZP;60;20151217;140000;135.7900000;136.7900000;135.7300000;136.7000000;2775860
GAZP;60;20151217;150000;136.7300000;137.7200000;136.4800000;137.6800000;7971800
GAZP;60;20151217;160000;137.6800000;138.1200000;137.2300000;137.8300000;5611840
GAZP;60;20151217;170000;137.8200000;138.0500000;137.6000000;138.0000000;3171560
GAZP;60;20151217;180000;137.9900000;138.4000000;137.7800000;138.4000000;4114940
GAZP;60;20151217;190000;138.3800000;138.6900000;137.6000000;137.9000000;4730120
GAZP;60;20151218;110000;137.2700000;137.3900000;136.2300000;136.2500000;2969930
GAZP;60;20151218;120000;136.2400000;136.2400000;134.5300000;134.6200000;6796100
GAZP;60;20151218;130000;134.6000000;135.1600000;134.0700000;134.8000000;4661340
GAZP;60;20151218;140000;134.8000000;134.8000000;134.3700000;134.4400000;1806380
GAZP;60;20151218;150000;134.4700000;134.4700000;133.1000000;133.4900000;5718680
GAZP;60;20151218;160000;133.5000000;134.0500000;133.1000000;133.5800000;2469020
GAZP;60;20151218;170000;133.5200000;133.6300000;133.1500000;133.4000000;2073450
GAZP;60;20151218;180000;133.4000000;133.7400000;133.0400000;133.2100000;2914980
GAZP;60;20151218;190000;133.2200000;133.3000000;132.2500000;132.2500000;9087420
GAZP;60;20151221;110000;132.2000000;133.2700000;132.0100000;133.0500000;3891270
GAZP;60;20151221;120000;133.0500000;133.9400000;132.9300000;133.7200000;2850110
GAZP;60;20151221;130000;133.6500000;133.9000000;132.9300000;133.0000000;2278340
GAZP;60;20151221;140000;133.0000000;133.4300000;132.8500000;133.1200000;1400130
GAZP;60;20151221;150000;133.0900000;133.6300000;132.9300000;133.0800000;1458950
GAZP;60;20151221;160000;133.1000000;133.6000000;132.2000000;132.5900000;2322000
GAZP;60;20151221;170000;132.6000000;132.7500000;131.9000000;131.9500000;2294700
GAZP;60;20151221;180000;131.9300000;132.0400000;131.0600000;131.1600000;6474070
GAZP;60;20151221;190000;131.1600000;131.9600000;131.0000000;131.5000000;5396690
GAZP;60;20151222;110000;132.0000000;132.4900000;131.8100000;132.3600000;3158090
GAZP;60;20151222;120000;132.3600000;133.5400000;132.3200000;133.3900000;4307720
GAZP;60;20151222;130000;133.3500000;133.3900000;132.3600000;132.6300000;2556330
GAZP;60;20151222;140000;132.6600000;133.1400000;132.5100000;132.7300000;1872100
GAZP;60;20151222;150000;132.8000000;132.8300000;132.0400000;132.5400000;1183940
GAZP;60;20151222;160000;132.5400000;132.6200000;132.3000000;132.5500000;1057020
GAZP;60;20151222;170000;132.5500000;132.8200000;132.3600000;132.5900000;1077770
GAZP;60;20151222;180000;132.5600000;132.8000000;132.1000000;132.4200000;1879280
GAZP;60;20151222;190000;132.4000000;133.2000000;132.3600000;133.2000000;2888110
GAZP;60;20151223;110000;133.5200000;134.2000000;133.3500000;134.0000000;3645850
GAZP;60;20151223;120000;134.0000000;134.4900000;134.0000000;134.3000000;3574030
GAZP;60;20151223;130000;134.2800000;134.7600000;134.2100000;134.7500000;2609300
GAZP;60;20151223;140000;134.7500000;134.8300000;134.3800000;134.7500000;1532630
GAZP;60;20151223;150000;134.7400000;135.0000000;134.5700000;134.8900000;2505570
GAZP;60;20151223;160000;134.8700000;135.1500000;134.5500000;135.0700000;2521030
GAZP;60;20151223;170000;135.0800000;135.1500000;134.2200000;134.3800000;1998340
GAZP;60;20151223;180000;134.3500000;134.6700000;134.0500000;134.3800000;2923260
GAZP;60;20151223;190000;134.4400000;135.3000000;134.1100000;135.3000000;5440850
GAZP;60;20151224;110000;135.8000000;135.9000000;134.4500000;134.7000000;2925570
GAZP;60;20151224;120000;134.7000000;135.7600000;134.5000000;135.6300000;4727110
GAZP;60;20151224;130000;135.6300000;136.3800000;135.5700000;136.3700000;3996400
GAZP;60;20151224;140000;136.3700000;137.5000000;136.3600000;137.0600000;7968670
GAZP;60;20151224;150000;137.0500000;138.0800000;136.9700000;137.2000000;7366060
GAZP;60;20151224;160000;137.2000000;137.9000000;137.1900000;137.8900000;1845790
GAZP;60;20151224;170000;137.8400000;137.9300000;137.0000000;137.1400000;1477960
GAZP;60;20151224;180000;137.1100000;137.4600000;136.1900000;136.3200000;2600200
GAZP;60;20151224;190000;136.3100000;136.4000000;135.8100000;136.0000000;3777070
GAZP;60;20151225;110000;136.4700000;136.4700000;134.9000000;135.0500000;4573360
GAZP;60;20151225;120000;135.0100000;135.5000000;134.6700000;134.6800000;1448960
GAZP;60;20151225;130000;134.6900000;135.0000000;134.6100000;134.9200000;1165530
GAZP;60;20151225;140000;134.9200000;134.9500000;134.5600000;134.7600000;1577050
GAZP;60;20151225;150000;134.7600000;134.8500000;134.6000000;134.6700000;570180
GAZP;60;20151225;160000;134.6500000;134.6800000;134.1000000;134.1200000;2250640
GAZP;60;20151225;170000;134.1100000;134.4900000;134.0300000;134.2000000;1185940
GAZP;60;20151225;180000;134.2000000;134.5000000;134.0500000;134.4800000;1316000
GAZP;60;20151225;190000;134.4600000;134.5900000;134.2800000;134.4800000;770320
GAZP;60;20151228;110000;134.3500000;134.8000000;134.0500000;134.3600000;1369100
GAZP;60;20151228;120000;134.3600000;135.4000000;134.1400000;135.1900000;2009420
GAZP;60;20151228;130000;135.1900000;135.3000000;134.4000000;134.9800000;1307470
GAZP;60;20151228;140000;134.9500000;134.9900000;134.4000000;134.6500000;880380
GAZP;60;20151228;150000;134.7100000;135.0700000;134.4600000;134.7700000;1590440
GAZP;60;20151228;160000;134.7900000;134.8200000;133.8000000;134.2000000;1085750
GAZP;60;20151228;170000;134.2000000;134.2800000;133.7600000;134.2200000;783950
GAZP;60;20151228;180000;134.2200000;134.9000000;134.1200000;134.3700000;1371090
GAZP;60;20151228;190000;134.4000000;134.9700000;134.1200000;134.9700000;1393110
GAZP;60;20151229;110000;135.2600000;135.7500000;134.7400000;135.2700000;1053340
GAZP;60;20151229;120000;135.2800000;136.6100000;135.2800000;135.9100000;4007980
GAZP;60;20151229;130000;135.9000000;136.5800000;135.9000000;136.0900000;2266340
GAZP;60;20151229;140000;136.0900000;136.0900000;134.8200000;135.3200000;1693170
GAZP;60;20151229;150000;135.3100000;135.8000000;135.2500000;135.5200000;854520
GAZP;60;20151229;160000;135.5400000;135.9500000;135.2400000;135.9400000;1048050
GAZP;60;20151229;170000;135.9500000;136.3000000;135.4000000;136.0500000;1825000
GAZP;60;20151229;180000;136.0500000;136.9500000;135.7200000;136.9200000;4422920
GAZP;60;20151229;190000;136.9300000;137.5500000;136.8200000;137.4900000;4325660
GAZP;60;20151230;110000;137.4800000;137.4900000;136.0000000;136.7600000;3497590
GAZP;60;20151230;120000;136.7300000;136.9000000;135.8000000;135.8200000;2950380
GAZP;60;20151230;130000;135.8100000;136.0900000;135.4500000;136.0900000;2153110
GAZP;60;20151230;140000;136.0800000;136.4000000;135.8000000;136.2100000;1340150
GAZP;60;20151230;150000;136.2000000;136.4200000;135.8700000;136.0000000;769210
GAZP;60;20151230;160000;136.0000000;136.1800000;135.6500000;135.7500000;1157890
GAZP;60;20151230;170000;135.7400000;136.6700000;135.6500000;136.3400000;1507420
GAZP;60;20151230;180000;136.2800000;136.3600000;135.7000000;135.9100000;1654500
GAZP;60;20151230;190000;135.8800000;136.4900000;135.8200000;136.0900000;2534330
GAZP;60;20160104;110000;135.8900000;136.6500000;135.6200000;135.9600000;1260470
GAZP;60;20160104;120000;135.9200000;135.9200000;134.4200000;134.6700000;2597350
GAZP;60;20160104;130000;134.7100000;135.2400000;134.4200000;135.1500000;1139200
GAZP;60;20160104;140000;135.1200000;135.2200000;134.7000000;135.2200000;1069610
GAZP;60;20160104;150000;135.2300000;135.4900000;134.8800000;135.1100000;975370
GAZP;60;20160104;160000;135.1100000;135.3500000;134.9400000;134.9700000;665300
GAZP;60;20160104;170000;134.9700000;135.3000000;134.8000000;135.1300000;938470
GAZP;60;20160104;180000;135.1300000;135.4000000;134.9600000;135.1500000;1205850
GAZP;60;20160104;190000;135.1400000;135.4500000;134.9000000;134.9100000;2544090
GAZP;60;20160105;110000;134.8500000;135.3500000;134.8500000;135.0600000;791780
GAZP;60;20160105;120000;135.0600000;136.1600000;135.0000000;135.9300000;2558050
GAZP;60;20160105;130000;135.9200000;135.9400000;135.1000000;135.3100000;751870
GAZP;60;20160105;140000;135.3000000;135.3000000;134.6100000;135.0700000;1452110
GAZP;60;20160105;150000;135.0800000;135.2300000;134.7600000;135.2200000;232340
GAZP;60;20160105;160000;135.2100000;135.7500000;135.0100000;135.6400000;826250
GAZP;60;20160105;170000;135.6400000;137.2800000;135.5300000;136.7400000;3845870
GAZP;60;20160105;180000;136.7100000;137.1500000;136.1800000;136.1900000;2139480
GAZP;60;20160105;190000;136.2300000;136.5800000;136.0800000;136.4500000;1657460
GAZP;60;20160106;110000;136.3500000;136.9300000;136.1700000;136.5100000;1272970
GAZP;60;20160106;120000;136.5100000;136.7200000;136.0000000;136.4600000;1247570
GAZP;60;20160106;130000;136.4400000;136.7000000;136.1400000;136.2400000;581750
GAZP;60;20160106;140000;136.2200000;136.3000000;135.4000000;135.4500000;1800000
GAZP;60;20160106;150000;135.4200000;135.8500000;135.3000000;135.6800000;774010
GAZP;60;20160106;160000;135.6300000;135.8200000;135.3000000;135.8200000;1029890
GAZP;60;20160106;170000;135.7800000;136.1800000;135.6300000;135.9700000;1122450
GAZP;60;20160106;180000;135.9700000;136.0400000;135.5200000;135.6200000;823960
GAZP;60;20160106;190000;135.6000000;135.9900000;135.6000000;135.9400000;1736520
GAZP;60;20160111;110000;132.9700000;133.5200000;131.1500000;132.6200000;8129380
GAZP;60;20160111;120000;132.6600000;133.6500000;131.8300000;132.8600000;7088580
GAZP;60;20160111;130000;132.8500000;133.0000000;132.1700000;132.5000000;2179510
GAZP;60;20160111;140000;132.5000000;132.5100000;131.7700000;131.9700000;2485830
GAZP;60;20160111;150000;131.9300000;132.1200000;131.3200000;131.6300000;3253720
GAZP;60;20160111;160000;131.6300000;131.8000000;131.5000000;131.7500000;1135580
GAZP;60;20160111;170000;131.7500000;132.1500000;131.4000000;131.9300000;2659960
GAZP;60;20160111;180000;131.9000000;132.4400000;131.5500000;131.8100000;2171340
GAZP;60;20160111;190000;131.8100000;131.8100000;131.1000000;131.3800000;4711900
GAZP;60;20160112;110000;130.5000000;131.1800000;130.1000000;131.0900000;3959590
GAZP;60;20160112;120000;131.0900000;132.4800000;130.9100000;131.9300000;4724670
GAZP;60;20160112;130000;131.9400000;133.4300000;131.7600000;133.4100000;5835160
GAZP;60;20160112;140000;133.4100000;134.7900000;133.0000000;134.7500000;4424390
GAZP;60;20160112;150000;134.7700000;134.8800000;133.5000000;133.8300000;4252170
GAZP;60;20160112;160000;133.8400000;134.4000000;133.7500000;134.0200000;1477410
GAZP;60;20160112;170000;134.0200000;134.8600000;133.1100000;134.6700000;5405330
GAZP;60;20160112;180000;134.7300000;135.2500000;134.2600000;134.5500000;4875730
GAZP;60;20160112;190000;134.5800000;134.7000000;133.1300000;133.5400000;4661400
GAZP;60;20160113;110000;134.1700000;134.4800000;133.8400000;134.1700000;3070690
GAZP;60;20160113;120000;134.1700000;134.4000000;133.5700000;133.7000000;4271110
GAZP;60;20160113;130000;133.7100000;133.9300000;133.0000000;133.0700000;2477920
GAZP;60;20160113;140000;133.1000000;133.3000000;132.8000000;133.0300000;2660450
GAZP;60;20160113;150000;133.0300000;133.3000000;132.5300000;132.5400000;1961650
GAZP;60;20160113;160000;132.5200000;132.5500000;132.2000000;132.2700000;2642590
GAZP;60;20160113;170000;132.2700000;132.6000000;132.1200000;132.2400000;3251720
GAZP;60;20160113;180000;132.2300000;132.4200000;131.7100000;132.0700000;5375980
GAZP;60;20160113;190000;132.0500000;132.2400000;131.2000000;131.3000000;5079370
GAZP;60;20160114;110000;130.9700000;131.4900000;130.5700000;131.2600000;2876290
GAZP;60;20160114;120000;131.2900000;131.2900000;130.5100000;130.7300000;8596690
GAZP;60;20160114;130000;130.7300000;130.7900000;130.2500000;130.4200000;3658300
GAZP;60;20160114;140000;130.3700000;130.4100000;130.2000000;130.3900000;2284750
GAZP;60;20160114;150000;130.3600000;130.4000000;129.7400000;129.9900000;4958360
GAZP;60;20160114;160000;129.9700000;130.4200000;129.7000000;130.0200000;6095540
GAZP;60;20160114;170000;130.0200000;130.3800000;129.8200000;130.0000000;2809850
GAZP;60;20160114;180000;130.0100000;130.3000000;129.2300000;129.4100000;5036760
GAZP;60;20160114;190000;129.3900000;130.8600000;129.0100000;130.8600000;7578330
GAZP;60;20160115;110000;130.3100000;131.9000000;130.0700000;131.8700000;4578050
GAZP;60;20160115;120000;131.8700000;132.4300000;129.4600000;129.6900000;9415790
GAZP;60;20160115;130000;129.6600000;130.6000000;129.3500000;130.0000000;3727690
GAZP;60;20160115;140000;129.9900000;130.0400000;127.0400000;127.1500000;13743760
GAZP;60;20160115;150000;127.1600000;127.4600000;125.3900000;126.0600000;8207180
GAZP;60;20160115;160000;126.0600000;126.4800000;125.1200000;125.7500000;6601260
GAZP;60;20160115;170000;125.7500000;125.7900000;125.0500000;125.6000000;5370000
GAZP;60;20160115;180000;125.6000000;126.4300000;125.2000000;125.9100000;5900000
GAZP;60;20160115;190000;125.8700000;126.1500000;125.1000000;125.1000000;4539340
GAZP;60;20160118;110000;124.8100000;124.8500000;122.7500000;124.3400000;9971040
GAZP;60;20160118;120000;124.3800000;126.3000000;124.3800000;125.0800000;5682590
GAZP;60;20160118;130000;125.1000000;125.3800000;123.5700000;124.5700000;3545890
GAZP;60;20160118;140000;124.5900000;125.4900000;123.6300000;125.1300000;2401460
GAZP;60;20160118;150000;125.1300000;126.0000000;124.5500000;125.5500000;3202290
GAZP;60;20160118;160000;125.5000000;125.7900000;124.3500000;124.5200000;2459640
GAZP;60;20160118;170000;124.5800000;125.2000000;124.3600000;124.3800000;1958910
GAZP;60;20160118;180000;124.3600000;124.8200000;124.0600000;124.7100000;2896420
GAZP;60;20160118;190000;124.7200000;125.1400000;124.5600000;124.6000000;3733000
GAZP;60;20160119;110000;125.5100000;127.7500000;125.5100000;127.6900000;6078350
GAZP;60;20160119;120000;127.6800000;127.9500000;126.6700000;127.1000000;4989090
GAZP;60;20160119;130000;127.1000000;127.6000000;126.7700000;127.5800000;1645030
GAZP;60;20160119;140000;127.5800000;128.4000000;127.3200000;127.9100000;4899980
GAZP;60;20160119;150000;127.9000000;128.4000000;127.9000000;128.2500000;2005950
GAZP;60;20160119;160000;128.2500000;128.2900000;127.5000000;127.7000000;2780350
GAZP;60;20160119;170000;127.7000000;127.8500000;127.3000000;127.6300000;2588210
GAZP;60;20160119;180000;127.6300000;127.6500000;125.3000000;125.8000000;8070040
GAZP;60;20160119;190000;125.8000000;126.4700000;125.4600000;125.9800000;3368490
GAZP;60;20160120;110000;123.6000000;124.5000000;123.5900000;123.8500000;6135350
GAZP;60;20160120;120000;123.8200000;124.1000000;122.8000000;123.6800000;8230630
GAZP;60;20160120;130000;123.7000000;124.3600000;123.5000000;124.2700000;5048300
GAZP;60;20160120;140000;124.2500000;124.7100000;124.0600000;124.3000000;2494750
GAZP;60;20160120;150000;124.2900000;124.6100000;124.0000000;124.3200000;1578800
GAZP;60;20160120;160000;124.3200000;125.2900000;124.0300000;124.9900000;2423730
GAZP;60;20160120;170000;124.9900000;125.2000000;124.3400000;124.7800000;2028210
GAZP;60;20160120;180000;124.7800000;125.0400000;124.3700000;124.7000000;2170190
GAZP;60;20160120;190000;124.7000000;125.8300000;124.6000000;125.8300000;5058520
GAZP;60;20160121;110000;126.0100000;126.8000000;125.5500000;126.4800000;4337240
GAZP;60;20160121;120000;126.4700000;127.6000000;126.1600000;126.9900000;5454610
GAZP;60;20160121;130000;126.9500000;127.4400000;126.4400000;127.1700000;3494410
GAZP;60;20160121;140000;127.1700000;127.2700000;126.6200000;126.8100000;2828040
GAZP;60;20160121;150000;126.8100000;126.9900000;126.3500000;126.5000000;2954840
GAZP;60;20160121;160000;126.5000000;126.8200000;126.2700000;126.7200000;2083850
GAZP;60;20160121;170000;126.7200000;127.3000000;126.5300000;127.1700000;3444110
GAZP;60;20160121;180000;127.1900000;127.4900000;127.0000000;127.1100000;3788500
GAZP;60;20160121;190000;127.1200000;128.0900000;127.1000000;127.7500000;5813510
GAZP;60;20160122;110000;129.9900000;130.8400000;129.0600000;129.8100000;6935310
GAZP;60;20160122;120000;129.8100000;130.3800000;129.5400000;129.9600000;6261940
GAZP;60;20160122;130000;129.9600000;129.9900000;128.3400000;128.5700000;4552890
GAZP;60;20160122;140000;128.5300000;129.2500000;128.5200000;129.1400000;1610600
GAZP;60;20160122;150000;129.1100000;131.2000000;129.0300000;131.1000000;9525790
GAZP;60;20160122;160000;131.1100000;132.2700000;131.0300000;131.6100000;8619260
GAZP;60;20160122;170000;131.6100000;132.0000000;131.2200000;131.9000000;3657900
GAZP;60;20160122;180000;131.8900000;132.8400000;131.5400000;132.8000000;8058810
GAZP;60;20160122;190000;132.7700000;132.9800000;132.1100000;132.4000000;8017780
GAZP;60;20160125;110000;133.1400000;133.1900000;131.2500000;131.3800000;5617010
GAZP;60;20160125;120000;131.4200000;131.9400000;130.6800000;131.1900000;4065310
GAZP;60;20160125;130000;131.1900000;131.5000000;130.7400000;131.1500000;3058610
GAZP;60;20160125;140000;131.1500000;132.0000000;131.0800000;131.7600000;3565780
GAZP;60;20160125;150000;131.7600000;132.1900000;131.3100000;131.6900000;2176780
GAZP;60;20160125;160000;131.6500000;132.7500000;131.4900000;132.4600000;2739610
GAZP;60;20160125;170000;132.4600000;132.7500000;131.5400000;131.7600000;2604620
GAZP;60;20160125;180000;131.8000000;132.5000000;131.7700000;132.3100000;3208780
GAZP;60;20160125;190000;132.2900000;133.0000000;132.2100000;133.0000000;3363640
GAZP;60;20160126;110000;131.0000000;132.2500000;130.3400000;131.3800000;5174110
GAZP;60;20160126;120000;131.3800000;132.0200000;131.3000000;131.8500000;3162640
GAZP;60;20160126;130000;131.8700000;132.1900000;131.4700000;131.5700000;3091710
GAZP;60;20160126;140000;131.5700000;132.1800000;131.5100000;131.9300000;2496640
GAZP;60;20160126;150000;131.9400000;132.1100000;131.6600000;131.8800000;2803690
GAZP;60;20160126;160000;131.9200000;132.1000000;131.6000000;131.8100000;2047670
GAZP;60;20160126;170000;131.8700000;131.9600000;131.6500000;131.8700000;1381770
GAZP;60;20160126;180000;131.9000000;132.4500000;131.7600000;132.0900000;2815450
GAZP;60;20160126;190000;132.0900000;132.3100000;131.7000000;131.8900000;3001210
GAZP;60;20160127;110000;132.1900000;132.4300000;131.9000000;132.2900000;1860610
GAZP;60;20160127;120000;132.2900000;132.8000000;131.8500000;132.7100000;4258020
GAZP;60;20160127;130000;132.7000000;133.1200000;131.9500000;131.9600000;3741780
GAZP;60;20160127;140000;132.0000000;132.9500000;131.9400000;132.9400000;2315640
GAZP;60;20160127;150000;132.9300000;133.5000000;132.7400000;133.3000000;3994120
GAZP;60;20160127;160000;133.3200000;133.3500000;132.8000000;133.2200000;3015210
GAZP;60;20160127;170000;133.2500000;133.4500000;132.9000000;133.3500000;2946030
GAZP;60;20160127;180000;133.2800000;133.9500000;133.1000000;133.8200000;2938580
GAZP;60;20160127;190000;133.7500000;134.0000000;133.3200000;134.0000000;3567700
GAZP;60;20160128;110000;133.8900000;134.8600000;133.1500000;134.6500000;5459470
GAZP;60;20160128;120000;134.6300000;134.8500000;133.8500000;134.4500000;3448930
GAZP;60;20160128;130000;134.4500000;134.7900000;134.0500000;134.4900000;2381280
GAZP;60;20160128;140000;134.4700000;134.8600000;134.2100000;134.7200000;3052430
GAZP;60;20160128;150000;134.6600000;135.0800000;133.8700000;134.3500000;5848960
GAZP;60;20160128;160000;134.3500000;134.6000000;134.2000000;134.5500000;2268030
GAZP;60;20160128;170000;134.5400000;134.8500000;134.1000000;134.8500000;1749890
GAZP;60;20160128;180000;134.8500000;135.4700000;134.3100000;135.4200000;7590590
GAZP;60;20160128;190000;135.4600000;136.5000000;135.2600000;136.5000000;8469110
GAZP;60;20160129;110000;137.0000000;137.2000000;136.2000000;136.5000000;7300470
GAZP;60;20160129;120000;136.4300000;137.1500000;136.2000000;136.7500000;3826200
GAZP;60;20160129;130000;136.7500000;137.1000000;134.2200000;134.2700000;6921930
GAZP;60;20160129;140000;134.2700000;134.7700000;133.3300000;133.7900000;5154960
GAZP;60;20160129;150000;133.7400000;134.1600000;133.5400000;134.1000000;2608690
GAZP;60;20160129;160000;134.1000000;134.6500000;133.7900000;134.3200000;2234710
GAZP;60;20160129;170000;134.4300000;134.7500000;134.2100000;134.6300000;1633730
GAZP;60;20160129;180000;134.6300000;135.9000000;134.2600000;135.9000000;3985680
GAZP;60;20160129;190000;135.9000000;136.6000000;135.6300000;136.6000000;7810260
